Goaltender,IceX,IceY,Save
Brown,46.19686639,22.87820403,No
Johnson,43.20034818,37.4859797,No
Johnson,58.84883215,20.50937554,Yes
Johnson,4.911504425,67.8859453,Yes
Johnson,26.88597128,63.93789782,Yes
Johnson,31.88016829,25.24703251,Yes
Johnson,46.86275932,24.45742302,No
Johnson,35.8755259,26.43144676,Yes
Johnson,5.244450892,48.93531739,Yes
Johnson,47.19570579,26.03664201,Yes
Johnson,26.55302481,40.24961294,Yes
Johnson,56.18526041,39.85480819,Yes
Johnson,22.5576672,70.25477378,Yes
Johnson,3.912665022,76.176845,Yes
Johnson,67.5054403,64.72750731,Yes
Johnson,11.90338024,22.87820403,Yes
Johnson,38.8720441,24.45742302,Yes
Johnson,11.23748731,67.0963358,Yes
Johnson,19.89409546,61.17426458,Yes
Johnson,29.54954301,61.56906933,Yes
Johnson,18.56230959,34.72234646,No
Johnson,36.8743653,63.54309307,No
Johnson,38.53909764,68.28075004,Yes
Johnson,77.16088786,63.93789782,Yes
Johnson,46.86275932,16.56132806,No
Johnson,69.17017264,50.11973164,No
Johnson,74.83026259,39.46000344,Yes
Johnson,20.22704193,24.45742302,Yes
Johnson,40.86972291,51.30414588,Yes
Johnson,73.83142318,39.85480819,Yes
Johnson,79.49151313,75.38723551,Yes
Johnson,79.49151313,48.54051264,Yes
Johnson,37.54025823,23.66781352,Yes
Johnson,71.16785144,70.64957853,Yes
Johnson,30.88132888,27.22105625,Yes
Johnson,78.49267373,26.03664201,Yes
Johnson,56.18526041,24.45742302,Yes
Johnson,38.20615117,26.43144676,Yes
Johnson,53.85463514,63.14828832,Yes
Johnson,69.17017264,71.04438328,Yes
Johnson,9.239808501,28.80027525,Yes
Johnson,64.84186856,66.3067263,Yes
Johnson,46.52981285,23.66781352,Yes
Johnson,19.22820252,67.8859453,Yes
Johnson,38.8720441,62.35867882,Yes
Johnson,73.83142318,52.48856012,Yes
Johnson,68.17133324,84.46774471,Yes
Johnson,63.51008269,61.17426458,Yes
Johnson,57.51704628,28.80027525,Yes
Johnson,73.16553025,29.58988474,Yes
Johnson,38.20615117,17.7457423,Yes
Johnson,64.50892209,52.88336487,No
Johnson,62.84418976,86.0469637,Yes
Johnson,44.53213405,24.85222777,Yes
Johnson,22.89061367,63.54309307,Yes
Johnson,66.17365443,46.5664889,Yes
Johnson,25.88713187,63.54309307,Yes
Johnson,40.20382997,56.83141235,No
Johnson,34.87668649,70.25477378,Yes
Johnson,78.49267373,61.56906933,Yes
Johnson,44.86508052,60.77945983,Yes
Johnson,15.23284492,40.24961294,Yes
Johnson,68.17133324,65.91192156,Yes
Johnson,70.50195851,85.25735421,Yes
Johnson,31.54722182,59.59504559,Yes
Johnson,16.89757725,26.43144676,Yes
Johnson,27.21891774,37.88078445,Yes
Smith,42.53445524,29.58988474,Yes
Smith,36.20847236,51.69895063,Yes
Smith,55.18642101,68.67555479,No
Smith,79.8244596,61.17426458,Yes
Smith,48.86043813,65.51711681,Yes
Smith,23.5565066,66.3067263,Yes
Smith,36.54141883,16.56132806,Yes
Smith,11.57043377,40.64441768,Yes
Smith,24.22239954,35.11715121,Yes
Smith,57.84999275,9.849647342,Yes
Smith,53.52168867,29.98468949,No
Smith,18.89525606,44.59246516,Yes
Smith,19.89409546,57.62102185,Yes
Smith,63.51008269,63.54309307,Yes
Smith,57.18409981,61.96387408,Yes
Smith,34.21079356,20.50937554,Yes
Smith,4.24561149,50.90934113,Yes
Smith,80.823299,40.24961294,Yes
Smith,30.88132888,17.35093755,Yes
Smith,46.19686639,31.56390848,Yes
Smith,47.19570579,51.69895063,Yes
Smith,19.22820252,22.48339928,Yes
Smith,12.23632671,56.83141235,Yes
Smith,25.22123894,40.24961294,Yes
Smith,44.53213405,37.4859797,No
Smith,22.5576672,32.35351798,Yes
Smith,62.84418976,52.09375538,Yes
Smith,33.87784709,57.2262171,Yes
Smith,40.20382997,68.67555479,Yes
Smith,38.20615117,18.14054705,Yes
Smith,18.22936312,26.82625151,No
Smith,38.53909764,17.35093755,Yes
Smith,41.53561584,23.66781352,Yes
Smith,27.55186421,44.59246516,Yes
Smith,3.246772088,56.4366076,Yes
Smith,34.54374003,37.88078445,Yes
Smith,47.19570579,17.7457423,Yes
Smith,46.86275932,56.4366076,Yes
Smith,2.91382562,34.72234646,Yes
Smith,16.23168432,65.51711681,Yes
Smith,41.20266937,27.22105625,Yes
Smith,61.51240389,29.98468949,Yes
Smith,27.55186421,5.506795114,Yes
Smith,71.16785144,52.88336487,Yes
Smith,78.15972726,34.32754172,Yes
Smith,78.15972726,52.88336487,Yes
Smith,49.85927753,35.11715121,Yes
Smith,75.16320905,61.17426458,Yes
Smith,9.572754969,29.98468949,Yes
Smith,11.23748731,57.62102185,Yes
Smith,6.243290295,62.75348357,No
Smith,48.52749166,16.16652331,Yes
Smith,7.908022632,58.0158266,Yes
Smith,20.22704193,50.51453638,Yes
Smith,49.85927753,28.01066575,Yes
Smith,62.84418976,17.35093755,Yes
Smith,73.16553025,42.61844142,Yes
Smith,39.87088351,58.41063134,Yes
Smith,3.246772088,72.22879752,Yes
Smith,35.8755259,60.38465508,Yes
Smith,19.56114899,43.01324617,Yes
Smith,21.22588133,49.72492689,Yes
Smith,2.247932685,37.09117495,Yes
Smith,18.56230959,50.51453638,Yes
Smith,16.56463078,26.82625151,Yes
Smith,34.21079356,21.29898503,Yes
Smith,13.23516611,52.09375538,Yes
Smith,11.57043377,26.82625151,Yes
Smith,34.87668649,18.5353518,Yes
Smith,58.84883215,59.59504559,Yes
Smith,48.19454519,18.14054705,Yes
Smith,9.572754969,59.98985034,Yes
Smith,34.87668649,18.14054705,Yes
Smith,14.89989845,67.0963358,Yes
Smith,44.86508052,26.82625151,Yes
Smith,50.52517046,85.65215895,Yes
Smith,39.53793704,53.67297437,Yes
Smith,39.53793704,37.4859797,Yes
Smith,13.56811258,61.96387408,Yes
Smith,17.23052372,66.3067263,Yes
Smith,47.19570579,17.35093755,Yes
Smith,15.89873785,58.41063134,Yes
Smith,3.912665022,45.38207466,Yes
Smith,25.88713187,23.27300877,Yes
Smith,19.56114899,45.38207466,Yes
Smith,70.16901204,60.77945983,Yes
Smith,48.52749166,71.04438328,Yes
Smith,37.54025823,18.93015655,Yes
Smith,39.87088351,52.48856012,Yes
Smith,53.85463514,28.01066575,Yes
Smith,64.50892209,67.8859453,Yes
Smith,32.21311475,26.82625151,Yes
Smith,12.23632671,45.38207466,Yes
Smith,30.54838242,20.50937554,Yes
Smith,33.54490062,69.85996903,No
Smith,35.8755259,62.75348357,Yes
Smith,39.87088351,65.51711681,Yes
Smith,21.22588133,44.59246516,Yes
Smith,60.84651095,85.25735421,Yes
Smith,51.52400987,26.03664201,Yes
Smith,10.2386479,69.46516429,Yes
Smith,73.83142318,71.04438328,Yes
Smith,13.90105905,54.46258386,Yes
Smith,80.823299,36.30156546,Yes
Smith,19.89409546,26.82625151,Yes
Smith,47.19570579,25.64183726,Yes
Smith,62.84418976,45.38207466,Yes
Smith,78.82562019,63.54309307,Yes
Smith,79.8244596,52.48856012,Yes
Smith,18.89525606,38.2755892,Yes
Smith,11.90338024,42.22363668,No
Smith,38.20615117,24.85222777,Yes
Smith,14.89989845,41.82883193,Yes
Smith,26.88597128,38.67039394,Yes
Smith,12.23632671,51.69895063,Yes
Smith,70.16901204,69.46516429,Yes
Smith,17.23052372,85.25735421,Yes
Smith,62.51124329,69.46516429,Yes
Smith,38.8720441,29.98468949,Yes
Smith,46.19686639,63.54309307,Yes
Smith,11.23748731,59.98985034,Yes
Smith,10.90454084,20.90418029,Yes
Smith,13.23516611,38.67039394,Yes
Smith,26.88597128,38.67039394,Yes
Smith,6.909183229,73.80801651,Yes
Smith,49.52633106,67.0963358,Yes
Smith,73.83142318,71.04438328,Yes
Smith,54.52052807,27.615861,Yes
Smith,63.84302916,71.43918803,Yes
Smith,22.5576672,71.04438328,Yes
Smith,35.20963296,27.615861,Yes
Smith,40.53677644,31.16910373,Yes
Smith,39.53793704,24.06261827,Yes
Smith,41.20266937,58.0158266,No
Smith,37.20731177,67.0963358,Yes
Smith,67.83838677,47.75090315,Yes
Smith,61.51240389,24.45742302,Yes
Smith,71.50079791,34.32754172,Yes
Smith,36.8743653,26.03664201,No
Smith,39.53793704,57.62102185,No
Smith,78.82562019,52.88336487,Yes
Smith,42.53445524,25.64183726,No
Smith,41.86856231,41.43402718,Yes
Smith,39.87088351,24.45742302,Yes
Smith,46.52981285,63.14828832,Yes
Smith,39.87088351,65.12231206,Yes
Smith,69.17017264,20.50937554,Yes
Smith,61.17945742,24.45742302,Yes
Smith,60.84651095,68.28075004,Yes
Smith,9.239808501,78.54567349,Yes
Smith,35.8755259,64.33270256,Yes
Smith,61.84535036,65.51711681,Yes
Smith,78.49267373,72.62360227,Yes
Smith,46.86275932,23.27300877,Yes
Smith,76.82794139,67.0963358,Yes
Smith,21.22588133,66.3067263,Yes
Smith,58.84883215,60.38465508,Yes
Smith,71.16785144,63.54309307,Yes
Smith,34.54374003,72.22879752,Yes
Smith,34.87668649,20.50937554,Yes
Smith,11.57043377,70.25477378,Yes
Smith,41.53561584,63.14828832,Yes
Smith,64.50892209,55.64699811,Yes
Smith,7.575076164,26.82625151,Yes
Smith,8.573915567,64.33270256,Yes
Smith,36.20847236,15.77171856,Yes
Smith,25.88713187,34.32754172,Yes
Smith,72.16669085,52.48856012,Yes
Smith,46.19686639,60.38465508,No
Smith,68.5042797,71.43918803,No
Smith,29.21659655,24.85222777,Yes
Smith,49.52633106,62.35867882,Yes
Smith,21.22588133,36.6963702,Yes
Smith,46.86275932,18.14054705,Yes
Smith,41.86856231,40.64441768,Yes
Smith,17.89641665,69.85996903,No
Smith,19.89409546,68.28075004,Yes
Smith,19.56114899,50.51453638,Yes
Smith,44.53213405,30.37949424,Yes
Smith,68.83722617,49.33012214,Yes
Smith,70.50195851,58.0158266,Yes
Smith,79.49151313,56.4366076,Yes
Smith,74.83026259,58.80543609,Yes
Smith,22.22472073,17.7457423,Yes
Smith,44.53213405,24.85222777,Yes
Smith,37.54025823,61.56906933,Yes
Smith,10.2386479,44.59246516,Yes
Smith,17.23052372,67.8859453,Yes
Smith,43.20034818,28.4054705,Yes
Smith,48.19454519,19.32496129,No
Smith,45.19802698,59.59504559,Yes
Smith,72.83258378,67.0963358,Yes
Smith,48.19454519,20.50937554,Yes
Smith,24.88829247,52.48856012,Yes
Smith,43.53329465,27.615861,No
Smith,69.83606557,50.11973164,Yes
Smith,63.51008269,26.03664201,Yes
Smith,54.52052807,27.615861,Yes
Smith,12.56927318,73.80801651,Yes
Smith,38.8720441,24.45742302,Yes
Smith,38.8720441,49.72492689,Yes
Smith,48.86043813,21.69378978,Yes
Smith,70.16901204,68.28075004,Yes
Smith,31.88016829,26.43144676,Yes
Smith,46.19686639,59.59504559,Yes
Smith,17.23052372,84.07293996,Yes
Smith,46.19686639,59.98985034,Yes
Smith,33.54490062,61.96387408,Yes
Smith,55.85231394,65.91192156,Yes
Smith,79.15856666,36.30156546,Yes
Smith,40.20382997,62.35867882,Yes
Smith,32.54606122,24.85222777,Yes
Smith,16.89757725,71.04438328,No
Smith,19.22820252,61.56906933,Yes
Smith,3.246772088,76.176845,Yes
Smith,5.910343827,25.64183726,Yes
Smith,71.83374438,68.28075004,No
Smith,65.84070796,49.72492689,Yes
Smith,55.51936747,65.51711681,Yes
Smith,42.53445524,27.22105625,Yes
Smith,19.22820252,63.14828832,Yes
Smith,54.85347454,53.67297437,Yes
Smith,27.21891774,63.14828832,Yes
Smith,51.1910634,56.4366076,Yes
Smith,16.89757725,69.07035954,Yes
Smith,31.54722182,18.14054705,Yes
Smith,77.49383432,80.51969723,Yes
Smith,73.49847672,88.81059694,Yes
Smith,43.20034818,38.67039394,Yes
Smith,14.23400551,41.03922243,Yes
Smith,16.23168432,37.09117495,Yes
Smith,26.88597128,85.25735421,Yes
Smith,40.86972291,68.67555479,Yes
Smith,9.905701436,65.51711681,Yes
Smith,2.247932685,31.16910373,Yes
Smith,20.22704193,68.67555479,Yes
Smith,29.88248948,12.61328058,Yes
Smith,34.21079356,33.93273697,Yes
Smith,7.908022632,54.85738861,Yes
Smith,16.89757725,52.09375538,Yes
Smith,78.15972726,56.83141235,Yes
Smith,79.8244596,40.64441768,Yes
Smith,34.87668649,24.45742302,Yes
Smith,37.8732047,22.87820403,Yes
Smith,41.20266937,85.65215895,Yes
Smith,18.89525606,66.3067263,Yes
Smith,60.84651095,73.80801651,Yes
Smith,15.89873785,72.22879752,Yes
Smith,21.5588278,74.99243076,Yes
Smith,64.84186856,60.77945983,Yes
Smith,22.89061367,61.96387408,Yes
Smith,53.1887422,18.14054705,No
Smith,41.86856231,25.24703251,Yes
Smith,39.53793704,87.62618269,Yes
Smith,3.579718555,31.95871323,Yes
Smith,37.20731177,20.11457079,Yes
Smith,56.18526041,51.69895063,Yes
Smith,6.576236762,60.77945983,Yes
Smith,43.53329465,24.85222777,No
Smith,12.23632671,53.27816962,Yes
Smith,32.87900769,18.5353518,Yes
Smith,5.57739736,58.41063134,Yes
Smith,54.1875816,18.14054705,Yes
Smith,14.23400551,67.8859453,No
Smith,10.57159437,85.65215895,Yes
